site,category_code,category_display,histology_code,behavior_code,morphology_code,morphology_display
site,category_code,category_display,histology_code,behavior_code,morphology_code,morphology_display
Lip,800,Neoplasm,8000,3,8000/3,"Neoplasm, Malignant"
Lip,800,Neoplasm,8001,3,8001/3,"Tumor Cells, Malignant"
Lip,800,Neoplasm,8002,3,8002/3,"Malignant Tumor, Small Cell Type"
Lip,800,Neoplasm,8003,3,8003/3,"Malignant Tumor, Giant Cell Type"
Lip,800,Neoplasm,8004,3,8004/3,"Malignant Tumor, Spindle Cell Type"
Lip,800,Neoplasm,8005,3,8005/3,"Malignant Tumor, Clear Cell Type"
Lip,801,"Carcinoma, NOS",8010,2,8010/2,"Carcinoma In Situ, NOS"
Lip,801,"Carcinoma, NOS",8010,3,8010/3,"Carcinoma, NOS"
Lip,801,"Carcinoma, NOS",8011,3,8011/3,"Epithelioma, Malignant"
Lip,801,"Carcinoma, NOS",8012,3,8012/3,"Large Cell Carcinoma, NOS"
Lip,801,"Carcinoma, NOS",8013,3,8013/3,Large Cell Neuroendocrine Carcinoma
Lip,801,"Carcinoma, NOS",8014,3,8014/3,Large Cell Carcinoma With Rhabdoid Phenotype
Lip,801,"Carcinoma, NOS",8015,3,8015/3,Glassy Cell Carcinoma
Lip,802,"Carcinoma, Undiff., NOS",8020,3,8020/3,"Carcinoma, Undifferentiated Type, NOS"
Lip,802,"Carcinoma, Undiff., NOS",8021,3,8021/3,"Carcinoma, Anaplastic Type, NOS"
Lip,802,"Carcinoma, Undiff., NOS",8022,3,8022/3,Pleomorphic Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8030,3,8030/3,Giant Cell And Spindle Cell Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8031,3,8031/3,Giant Cell Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8032,3,8032/3,Spindle Cell Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8033,3,8033/3,Pseudosarcomatous Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8034,3,8034/3,Polygonal Cell Carcinoma
Lip,803,Giant & Spindle Cell Carcinoma,8035,3,8035/3,Carcinoma With Osteoclast-Like Giant Cells
Lip,805,"Papillary Carcinoma, NOS",8050,2,8050/2,Papillary Carcinoma In Situ
Lip,805,"Papillary Carcinoma, NOS",8050,3,8050/3,"Papillary Carcinoma, NOS"
Lip,805,"Papillary Carcinoma, NOS",8051,3,8051/3,"Verrucous Carcinoma, NOS"
Lip,805,"Papillary Carcinoma, NOS",8052,2,8052/2,"Papillary Squamous Cell Carcinoma, Non-Invasive"
Lip,805,"Papillary Carcinoma, NOS",8052,3,8052/3,Papillary Squamous Cell Carcinoma
Lip,807,"Squamous Cell Carcinoma, NOS",8070,2,8070/2,"Squamous Cell Carcinoma In Situ, NOS"
Lip,807,"Squamous Cell Carcinoma, NOS",8070,3,8070/3,"Squamous Cell Carcinoma, NOS"
Lip,807,"Squamous Cell Carcinoma, NOS",8071,3,8071/3,"Sq. Cell Carcinoma, Keratinizing, NOS"
Lip,807,"Squamous Cell Carcinoma, NOS",8072,3,8072/3,"Sq. Cell Carcinoma, Lg. Cell, Non-Ker."
Lip,807,"Squamous Cell Carcinoma, NOS",8073,3,8073/3,"Sq. Cell Carcinoma, Sm. Cell, Non-Ker."
Lip,807,"Squamous Cell Carcinoma, NOS",8074,3,8074/3,"Sq. Cell Carcinoma, Spindle Cell"
Lip,807,"Squamous Cell Carcinoma, NOS",8075,3,8075/3,"Squamous Cell Carcinoma, Adenoid"
Lip,807,"Squamous Cell Carcinoma, NOS",8076,2,8076/2,Sq. Cell Carc. In Situ With Question. Stromal Invas.
Lip,807,"Squamous Cell Carcinoma, NOS",8076,3,8076/3,"Sq. Cell Carcinoma, Micro-Invasive"
Lip,807,"Squamous Cell Carcinoma, NOS",8078,3,8078/3,Squamous Cell Carcinoma With Horn Formation
Lip,808,Lymphoepithelial Carcinoma,8081,2,8081/2,Bowen Disease
Lip,808,Lymphoepithelial Carcinoma,8082,3,8082/3,Lymphoepithelial Carcinoma
Lip,808,Lymphoepithelial Carcinoma,8083,3,8083/3,Basaloid Squamous Cell Carcinoma
Lip,808,Lymphoepithelial Carcinoma,8084,3,8084/3,"Squamous Cell Carcinoma, Clear Cell Type"
Lip,814,"Adenocarcinoma, NOS",8140,2,8140/2,Adenocarcinoma In Situ
Lip,814,"Adenocarcinoma, NOS",8140,3,8140/3,"Adenocarcinoma, NOS"
Lip,814,"Adenocarcinoma, NOS",8141,3,8141/3,Scirrhous Adenocarcinoma
Lip,814,"Adenocarcinoma, NOS",8143,3,8143/3,Superficial Spreading Adenocarcinoma
Lip,814,"Adenocarcinoma, NOS",8147,3,8147/3,Basal Cell Adenocarcinoma
Lip,820,Adenoid Cystic & Cribriform Ca.,8200,3,8200/3,Adenoid Cystic Carcinoma
Lip,820,Adenoid Cystic & Cribriform Ca.,8201,2,8201/2,Cribriform Carcinoma In Situ
Lip,820,Adenoid Cystic & Cribriform Ca.,8201,3,8201/3,Cribriform Carcinoma
Lip,825,Bronchiolo-Alveolar Adenoca.,8255,3,8255/3,Adenocarcinoma With Mixed Subtypes
Lip,826,"Papillary Adenocarcinoma, NOS",8260,3,8260/3,"Papillary Adenocarcinoma, NOS"
Lip,826,"Papillary Adenocarcinoma, NOS",8261,2,8261/2,Adenocarcinoma In Situ In Villous Adenoma
Lip,826,"Papillary Adenocarcinoma, NOS",8261,3,8261/3,Adenocarcinoma In Villous Adenoma
Lip,826,"Papillary Adenocarcinoma, NOS",8262,3,8262/3,Villous Adenocarcinoma
Lip,826,"Papillary Adenocarcinoma, NOS",8263,2,8263/2,Adenocarcinoma In Situ In Tubulovillous Adenoma
Lip,826,"Papillary Adenocarcinoma, NOS",8263,3,8263/3,Adenocarcinoma In Tubulovillous Adenoma
Lip,843,Mucoepidermoid Carcinoma,8430,3,8430/3,Mucoepidermoid Carcinoma
Lip,848,Mucinous Adenocarcinoma,8480,3,8480/3,Mucinous Adenocarcinoma
Lip,848,Mucinous Adenocarcinoma,8481,3,8481/3,Mucin-Producing Adenocarcinoma
Lip,872,Nevi & Melanomas,8720,2,8720/2,Melanoma In Situ
Lip,872,Nevi & Melanomas,8720,3,8720/3,"Malignant Melanoma, NOS"
Lip,872,Nevi & Melanomas,8721,3,8721/3,Nodular Melanoma
Lip,872,Nevi & Melanomas,8722,3,8722/3,Balloon Cell Melanoma
Lip,872,Nevi & Melanomas,8723,3,8723/3,"Malignant Melanoma, Regressing"
Lip,873,Amelanotic Melanoma,8730,3,8730/3,Amelanotic Melanoma
Lip,874,Mal. Mel. In Junct. Nevus,8743,3,8743/3,Superficial Spreading Melanoma
Lip,874,Mal. Mel. In Junct. Nevus,8745,3,8745/3,"Desmoplastic Melanoma, Malignant"
Lip,874,Mal. Mel. In Junct. Nevus,8746,3,8746/3,Mucosal Lentiginous Melanoma
Lip,877,Epithelioid Cell Melanoma,8770,3,8770/3,Mixed Epithel. & Spindle Cell Melanoma
Lip,877,Epithelioid Cell Melanoma,8771,3,8771/3,Epithelioid Cell Melanoma
Lip,877,Epithelioid Cell Melanoma,8772,3,8772/3,"Spindle Cell Melanoma, NOS"
Lip,894,"Mixed Tumor, Malignant, NOS",8940,3,8940/3,"Mixed Tumor, Malignant, NOS"
Lip,894,"Mixed Tumor, Malignant, NOS",8941,3,8941/3,Carcinoma In Pleomorphic Adenoma
Lip,914,Kaposi Sarcoma,9140,3,9140/3,Kaposi Sarcoma
Lip,969,"Follic. & Marginal Lymph, NOS",9699,3,9699/3,"Marginal Zone B-Cell Lymphoma, NOS"
Lip,982,"Lymphoid Leukemia, NOS",9823,3,9823/3,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
Base Of Tongue,800,Neoplasm,8000,3,8000/3,"Neoplasm, Malignant"
Base Of Tongue,800,Neoplasm,8001,3,8001/3,"Tumor Cells, Malignant"
Base Of Tongue,800,Neoplasm,8002,3,8002/3,"Malignant Tumor, Small Cell Type"
Base Of Tongue,800,Neoplasm,8003,3,8003/3,"Malignant Tumor, Giant Cell Type"
Base Of Tongue,800,Neoplasm,8004,3,8004/3,"Malignant Tumor, Spindle Cell Type"
Base Of Tongue,800,Neoplasm,8005,3,8005/3,"Malignant Tumor, Clear Cell Type"
Base Of Tongue,801,"Carcinoma, NOS",8010,2,8010/2,"Carcinoma In Situ, NOS"
Base Of Tongue,801,"Carcinoma, NOS",8010,3,8010/3,"Carcinoma, NOS"
Base Of Tongue,801,"Carcinoma, NOS",8011,3,8011/3,"Epithelioma, Malignant"
Base Of Tongue,801,"Carcinoma, NOS",8012,3,8012/3,"Large Cell Carcinoma, NOS"
Base Of Tongue,801,"Carcinoma, NOS",8013,3,8013/3,Large Cell Neuroendocrine Carcinoma
Base Of Tongue,801,"Carcinoma, NOS",8014,3,8014/3,Large Cell Carcinoma With Rhabdoid Phenotype
Base Of Tongue,801,"Carcinoma, NOS",8015,3,8015/3,Glassy Cell Carcinoma
Base Of Tongue,802,"Carcinoma, Undiff., NOS",8020,3,8020/3,"Carcinoma, Undifferentiated Type, NOS"
Base Of Tongue,802,"Carcinoma, Undiff., NOS",8021,3,8021/3,"Carcinoma, Anaplastic Type, NOS"
Base Of Tongue,802,"Carcinoma, Undiff., NOS",8022,3,8022/3,Pleomorphic Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8030,3,8030/3,Giant Cell And Spindle Cell Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8031,3,8031/3,Giant Cell Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8032,3,8032/3,Spindle Cell Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8033,3,8033/3,Pseudosarcomatous Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8034,3,8034/3,Polygonal Cell Carcinoma
Base Of Tongue,803,Giant & Spindle Cell Carcinoma,8035,3,8035/3,Carcinoma With Osteoclast-Like Giant Cells
Base Of Tongue,805,"Papillary Carcinoma, NOS",8050,2,8050/2,Papillary Carcinoma In Situ
Base Of Tongue,805,"Papillary Carcinoma, NOS",8050,3,8050/3,"Papillary Carcinoma, NOS"
Base Of Tongue,805,"Papillary Carcinoma, NOS",8051,3,8051/3,"Verrucous Carcinoma, NOS"
Base Of Tongue,805,"Papillary Carcinoma, NOS",8052,2,8052/2,"Papillary Squamous Cell Carcinoma, Non-Invasive"
Base Of Tongue,805,"Papillary Carcinoma, NOS",8052,3,8052/3,Papillary Squamous Cell Carcinoma
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8070,2,8070/2,"Squamous Cell Carcinoma In Situ, NOS"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8070,3,8070/3,"Squamous Cell Carcinoma, NOS"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8071,3,8071/3,"Sq. Cell Carcinoma, Keratinizing, NOS"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8072,3,8072/3,"Sq. Cell Carcinoma, Lg. Cell, Non-Ker."
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8073,3,8073/3,"Sq. Cell Carcinoma, Sm. Cell, Non-Ker."
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8074,3,8074/3,"Sq. Cell Carcinoma, Spindle Cell"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8075,3,8075/3,"Squamous Cell Carcinoma, Adenoid"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8076,2,8076/2,Sq. Cell Carc. In Situ With Question. Stromal Invas.
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8076,3,8076/3,"Sq. Cell Carcinoma, Micro-Invasive"
Base Of Tongue,807,"Squamous Cell Carcinoma, NOS",8078,3,8078/3,Squamous Cell Carcinoma With Horn Formation
Base Of Tongue,808,Lymphoepithelial Carcinoma,8081,2,8081/2,Bowen Disease
Base Of Tongue,808,Lymphoepithelial Carcinoma,8082,3,8082/3,Lymphoepithelial Carcinoma
Base Of Tongue,808,Lymphoepithelial Carcinoma,8083,3,8083/3,Basaloid Squamous Cell Carcinoma
Base Of Tongue,808,Lymphoepithelial Carcinoma,8084,3,8084/3,"Squamous Cell Carcinoma, Clear Cell Type"
Base Of Tongue,808,Lymphoepithelial Carcinoma,8085,3,8085/3,"Squamous Cell Carcinoma, Hpv-Positive"
Base Of Tongue,808,Lymphoepithelial Carcinoma,8086,3,8086/3,"Squamous Cell Carcinoma, Hpv-Negative"
Base Of Tongue,814,"Adenocarcinoma, NOS",8140,2,8140/2,Adenocarcinoma In Situ
Base Of Tongue,814,"Adenocarcinoma, NOS",8140,3,8140/3,"Adenocarcinoma, NOS"
Base Of Tongue,814,"Adenocarcinoma, NOS",8141,3,8141/3,Scirrhous Adenocarcinoma
Base Of Tongue,814,"Adenocarcinoma, NOS",8143,3,8143/3,Superficial Spreading Adenocarcinoma
Base Of Tongue,814,"Adenocarcinoma, NOS",8147,3,8147/3,Basal Cell Adenocarcinoma
Base Of Tongue,820,Adenoid Cystic & Cribriform Ca.,8200,3,8200/3,Adenoid Cystic Carcinoma
Base Of Tongue,820,Adenoid Cystic & Cribriform Ca.,8201,2,8201/2,Cribriform Carcinoma In Situ
Base Of Tongue,820,Adenoid Cystic & Cribriform Ca.,8201,3,8201/3,Cribriform Carcinoma
Base Of Tongue,825,Bronchiolo-Alveolar Adenoca.,8255,3,8255/3,Adenocarcinoma With Mixed Subtypes
Base Of Tongue,843,Mucoepidermoid Carcinoma,8430,3,8430/3,Mucoepidermoid Carcinoma
Base Of Tongue,848,Mucinous Adenocarcinoma,8480,3,8480/3,Mucinous Adenocarcinoma
Base Of Tongue,848,Mucinous Adenocarcinoma,8481,3,8481/3,Mucin-Producing Adenocarcinoma
Base Of Tongue,856,Adenosquamous Carcinoma,8560,3,8560/3,Adenosquamous Carcinoma
Base Of Tongue,856,Adenosquamous Carcinoma,8562,3,8562/3,Epithelial-Myoepithelial Carcinoma
Base Of Tongue,857,Adenoca. With Metaplasia,8570,3,8570/3,Adenocarcinoma With Squamous Metaplasia
Base Of Tongue,857,Adenoca. With Metaplasia,8571,3,8571/3,Adenocarcinoma W Cartilag. & Oss. Metaplas.
Base Of Tongue,857,Adenoca. With Metaplasia,8572,3,8572/3,Adenocarcinoma With Spindle Cell Mataplasia
Base Of Tongue,857,Adenoca. With Metaplasia,8573,3,8573/3,Adenocarcinoma With Apocrine Metaplasia
Base Of Tongue,857,Adenoca. With Metaplasia,8574,3,8574/3,Adenocarcinoma With Neuroendocrine Differen.
Base Of Tongue,857,Adenoca. With Metaplasia,8575,3,8575/3,"Metaplastic Carcinoma, NOS"
Base Of Tongue,872,Nevi & Melanomas,8720,2,8720/2,Melanoma In Situ
Base Of Tongue,872,Nevi & Melanomas,8720,3,8720/3,"Malignant Melanoma, NOS"
Base Of Tongue,872,Nevi & Melanomas,8721,3,8721/3,Nodular Melanoma
Base Of Tongue,872,Nevi & Melanomas,8722,3,8722/3,Balloon Cell Melanoma
Base Of Tongue,872,Nevi & Melanomas,8723,3,8723/3,"Malignant Melanoma, Regressing"
Base Of Tongue,882,"Sarcoma, NOS",8825,3,8825/3,Myofibroblastic Sarcoma
Base Of Tongue,890,"Rhabdomyosarcoma, NOS",8900,3,8900/3,"Rhabdomyosarcoma, NOS"
Base Of Tongue,890,"Rhabdomyosarcoma, NOS",8901,3,8901/3,"Pleomorphic Rhabdomyosarcoma, Adult Type"
Base Of Tongue,890,"Rhabdomyosarcoma, NOS",8902,3,8902/3,Mixed Type Rhabdomyosarcoma
Base Of Tongue,891,Embryonal Rhabdomyosarcoma,8910,3,8910/3,Embryonal Rhabdomyosarcoma
Base Of Tongue,891,Embryonal Rhabdomyosarcoma,8912,3,8912/3,Spindle Cell Rhabdomyosarcoma
Base Of Tongue,894,"Mixed Tumor, Malignant, NOS",8940,3,8940/3,"Mixed Tumor, Malignant, NOS"
Base Of Tongue,894,"Mixed Tumor, Malignant, NOS",8941,3,8941/3,Carcinoma In Pleomorphic Adenoma
Base Of Tongue,914,Kaposi Sarcoma,9140,3,9140/3,Kaposi Sarcoma
Base Of Tongue,959,"Malignant Lymphoma, NOS",9590,3,9590/3,"Malignant Lymphoma, NOS"
Base Of Tongue,959,"Malignant Lymphoma, NOS",9591,3,9591/3,"Malignant Lymphoma, Non-Hodgkin"
Base Of Tongue,959,"Malignant Lymphoma, NOS",9596,3,9596/3,Composite Hodgkin And Non-Hodgkin Lymphoma
Base Of Tongue,965,Hodgkin Lymphoma,9650,3,9650/3,"Hodgkin Lymphoma, NOS"
Base Of Tongue,965,Hodgkin Lymphoma,9651,3,9651/3,"Hodgkin Lymphoma, Lymphocyte-Rich"
Base Of Tongue,965,Hodgkin Lymphoma,9652,3,9652/3,"Hodgkin Lymphoma, Mixed Cellularity, NOS"
Base Of Tongue,965,Hodgkin Lymphoma,9653,3,9653/3,"Hodgkin Lymphoma, Lymphocytic Deplet., NOS"
Base Of Tongue,965,Hodgkin Lymphoma,9654,3,9654/3,"Hodgkin Lymph., Lymphocyt. Deplet., Diffuse Fibrosis"
Base Of Tongue,965,Hodgkin Lymphoma,9655,3,9655/3,"Hodgkin Lymphoma, Lymphocyt. Deplet., Reticular"
Base Of Tongue,965,Hodgkin Lymphoma,9659,3,9659/3,"Hodgkin Lymph., Nodular Lymphocyte Predom."
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9661,3,9661/3,Hodgkin Granuloma [Obs]
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9662,3,9662/3,Hodgkin Sarcoma [Obs]
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9663,3,9663/3,"Hodgkin Lymphoma, Nodular Sclerosis, NOS"
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9664,3,9664/3,"Hodgkin Lymphoma, Nod. Scler., Cellular Phase"
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9665,3,9665/3,"Hodgkin Lymphoma, Nod. Scler., Grade 1"
Base Of Tongue,966,"Hodgkin Lymphoma, Nod. Scler.",9667,3,9667/3,"Hodgkin Lymphoma, Nod. Scler., Grade 2"
Base Of Tongue,967,"Ml, Small B-Cell Lymphocytic",9670,3,9670/3,"Ml, Small B Lymphocytic, NOS"
Base Of Tongue,967,"Ml, Small B-Cell Lymphocytic",9671,3,9671/3,"Ml, Lymphoplasmacytic"
Base Of Tongue,967,"Ml, Small B-Cell Lymphocytic",9673,3,9673/3,Mantle Cell Lymphoma
Base Of Tongue,967,"Ml, Small B-Cell Lymphocytic",9675,3,9675/3,"Ml, Mixed Sm. And Lg. Cell, Diffuse"
Base Of Tongue,968,"Ml, Large B-Cell, Diffuse",9680,3,9680/3,"Ml, Large B-Cell, Diffuse"
Base Of Tongue,968,"Ml, Large B-Cell, Diffuse",9684,3,9684/3,"Ml, Large B-Cell, Diffuse, Immunoblastic, NOS"
Base Of Tongue,968,"Ml, Large B-Cell, Diffuse",9687,3,9687/3,"Burkitt Lymphoma, NOS"
Base Of Tongue,968,"Ml, Large B-Cell, Diffuse",9688,3,9688/3,T-Cell Histiocyte Rich Large B-Cell Lymphoma
Base Of Tongue,969,"Follic. & Marginal Lymph, NOS",9690,3,9690/3,"Follicular Lymphoma, NOS"
Base Of Tongue,969,"Follic. & Marginal Lymph, NOS",9691,3,9691/3,"Follicular Lymphoma, Grade 2"
Base Of Tongue,969,"Follic. & Marginal Lymph, NOS",9695,3,9695/3,"Follicular Lymphoma, Grade 1"
Base Of Tongue,969,"Follic. & Marginal Lymph, NOS",9698,3,9698/3,"Follicular Lymphoma, Grade 3"
Base Of Tongue,969,"Follic. & Marginal Lymph, NOS",9699,3,9699/3,"Marginal Zone B-Cell Lymphoma, NOS"
Base Of Tongue,970,T-Cell Lymphomas,9701,3,9701/3,Sezary Syndrome
Base Of Tongue,970,T-Cell Lymphomas,9702,3,9702/3,"Mature T-Cell Lymphoma, NOS"
Base Of Tongue,970,T-Cell Lymphomas,9705,3,9705/3,Angioimmunoblastic T-Cell Lymphoma
Base Of Tongue,971,Other Spec. Non-Hodgkin Lymphoma,9712,3,9712/3,Intravascular Large B-Cell Lymphoma
Base Of Tongue,971,Other Spec. Non-Hodgkin Lymphoma,9714,3,9714/3,"Anaplastic Large Cell Lymphoma, T-Cell And Null Cell Type"
Base Of Tongue,971,Other Spec. Non-Hodgkin Lymphoma,9715,3,9715/3,"Anaplastic Large Cell Lymphoma, Alk Negative"
Base Of Tongue,971,Other Spec. Non-Hodgkin Lymphoma,9719,3,9719/3,"Nk/T-Cell Lymphoma, Nasal And Nasal-Type"
Base Of Tongue,972,Precurs. Cell Lymphoblastic Lymph.,9724,3,9724/3,Systemicebv Pos. T-Cell Lymphoproliferative Disease Of Childhood
Base Of Tongue,972,Precurs. Cell Lymphoblastic Lymph.,9727,3,9727/3,"Precursor Cell Lymphoblastic Lymphoma, NOS"
Base Of Tongue,972,Precurs. Cell Lymphoblastic Lymph.,9728,3,9728/3,Precursor B-Cell Lymphoblastic Lymphoma
Base Of Tongue,972,Precurs. Cell Lymphoblastic Lymph.,9729,3,9729/3,Precursor T-Cell Lymphoblastic Lymphoma
Base Of Tongue,973,Plasma Cell Tumors,9731,3,9731/3,"Plasmacytoma, NOS"
Base Of Tongue,973,Plasma Cell Tumors,9734,3,9734/3,"Plasmacytoma, Extramedullary"
Base Of Tongue,973,Plasma Cell Tumors,9735,3,9735/3,Plasmablastic Lymphoma
Base Of Tongue,973,Plasma Cell Tumors,9737,3,9737/3,Alk Positive Large B-Cell Lymphoma
Base Of Tongue,973,Plasma Cell Tumors,9738,3,9738/3,Lrg B-Cell Lymphoma In Hhv8-Assoc. Multicentric Castleman Dz
Base Of Tongue,974,Mast Cell Tumors,9740,3,9740/3,Mast Cell Sarcoma
Base Of Tongue,974,Mast Cell Tumors,9741,3,9741/3,Malignant Mastocytosis
Base Of Tongue,974,Mast Cell Tumors,9749,3,9749/3,Erdhiem-Chester Disease
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9750,3,9750/3,Malignant Histiocytosis
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9751,3,9751/3,"Langerhans Cell Histiocytosis, NOS"
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9754,3,9754/3,"Langerhans Cell Histiocytosis, Disseminated"
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9755,3,9755/3,Histiocytic Sarcoma
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9756,3,9756/3,Langerhans Cell Sarcoma
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9757,3,9757/3,Interdigitating Dendritic Cell Sarcoma
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9758,3,9758/3,Follicular Dendritic Cell Sarcoma
Base Of Tongue,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9759,3,9759/3,Fibroblastic Reticular Cell Tumor
Base Of Tongue,976,Immunoproliferative Diseases,9766,3,9766/3,"Lymphomatoid Granulomatosis, Grade 3"
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9811,3,9811/3,"B Lymphoblastic Leukemia/Lymphoma, NOS"
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9812,3,9812/3,Leukemia/Lymphoma With T(9;22)(Q34;Q11.2);Bcr-Abl1
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9813,3,9813/3,Leukemia/Lymphoma With T(V;11Q23);Mll Rearranged
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9814,3,9814/3,Leukemia/Lymphoma With T(12;21)(P13;Q22);Tel-Aml1(Etv6-Runx1)
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9815,3,9815/3,B Lymphoblastic Leukemia/Lymphoma With Hyperdiploidy
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9816,3,9816/3,Leukemia/Lymphoma With Hypodiploidy (Hypodiploid All)
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9817,3,9817/3,B Lymphblastic Leukemia/Lymphoma With T(5;14)(Q31;Q32);Il3-Igh
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9818,3,9818/3,Leukemia/Lymphoma With T(1;19)(Q23;P13.3); E2A Pbx1 (Tcf3 Pbx1)
Base Of Tongue,981,Precursor Lymphoid Neoplasms,9819,3,9819/3,"B-Lymphocytic Leukemia/Lymphoma, Bcr-Abl1-Like"
Base Of Tongue,982,"Lymphoid Leukemia, NOS",9823,3,9823/3,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
Base Of Tongue,983,Prolymph/Precurs Leukemia,9831,3,9831/3,T-Cell Large Granular Lymphocytic Leukemia
Base Of Tongue,983,Prolymph/Precurs Leukemia,9837,3,9837/3,T Lymphoblastic Leukemia/Lymphoma
Base Of Tongue,996,Chronic Myeloproliferative Dis.,9965,3,9965/3,Myeloid And Lymphoid Neoplasms With Pdgfrb Rearrangement
Base Of Tongue,996,Chronic Myeloproliferative Dis.,9967,3,9967/3,Myeloid And Lymphoid Neoplasm With Fgfr1 Abnormalities
Base Of Tongue,997,Myeloplastic/Myeloproliferative Neoplasms,9971,3,9971/3,Polymorphic Ptld
Base Of Tongue,997,Myeloplastic/Myeloproliferative Neoplasms,9975,3,9975/3,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable"
Tongue (Excl Base Of Tongue),800,Neoplasm,8000,3,8000/3,"Neoplasm, Malignant"
Tongue (Excl Base Of Tongue),800,Neoplasm,8001,3,8001/3,"Tumor Cells, Malignant"
Tongue (Excl Base Of Tongue),800,Neoplasm,8002,3,8002/3,"Malignant Tumor, Small Cell Type"
Tongue (Excl Base Of Tongue),800,Neoplasm,8003,3,8003/3,"Malignant Tumor, Giant Cell Type"
Tongue (Excl Base Of Tongue),800,Neoplasm,8004,3,8004/3,"Malignant Tumor, Spindle Cell Type"
Tongue (Excl Base Of Tongue),800,Neoplasm,8005,3,8005/3,"Malignant Tumor, Clear Cell Type"
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8010,2,8010/2,"Carcinoma In Situ, NOS"
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8010,3,8010/3,"Carcinoma, NOS"
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8011,3,8011/3,"Epithelioma, Malignant"
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8012,3,8012/3,"Large Cell Carcinoma, NOS"
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8013,3,8013/3,Large Cell Neuroendocrine Carcinoma
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8014,3,8014/3,Large Cell Carcinoma With Rhabdoid Phenotype
Tongue (Excl Base Of Tongue),801,"Carcinoma, NOS",8015,3,8015/3,Glassy Cell Carcinoma
Tongue (Excl Base Of Tongue),802,"Carcinoma, Undiff., NOS",8020,3,8020/3,"Carcinoma, Undifferentiated Type, NOS"
Tongue (Excl Base Of Tongue),802,"Carcinoma, Undiff., NOS",8021,3,8021/3,"Carcinoma, Anaplastic Type, NOS"
Tongue (Excl Base Of Tongue),802,"Carcinoma, Undiff., NOS",8022,3,8022/3,Pleomorphic Carcinoma
Tongue (Excl Base Of Tongue),803,Giant & Spindle Cell Carcinoma,8030,3,8030/3,Giant Cell And Spindle Cell Carcinoma
Tongue (Excl Base Of Tongue),803,Giant & Spindle Cell Carcinoma,8031,3,8031/3,Giant Cell Carcinoma
Tongue (Excl Base Of Tongue),803,Giant & Spindle Cell Carcinoma,8032,3,8032/3,Spindle Cell Carcinoma
