site,category_code,category_display,histology_code,behavior_code,morphology_code,morphology_display
site,category_code,category_display,histology_code,behavior_code,morphology_code,morphology_display
Posterior Wall Of Nasopharynx,800,Neoplasm,8003,3,8003/3,"Malignant Tumor, Giant Cell Type"
Posterior Wall Of Nasopharynx,800,Neoplasm,8004,3,8004/3,"Malignant Tumor, Spindle Cell Type"
Posterior Wall Of Nasopharynx,800,Neoplasm,8005,3,8005/3,"Malignant Tumor, Clear Cell Type"
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8010,2,8010/2,"Carcinoma In Situ, NOS"
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8010,3,8010/3,"Carcinoma, NOS"
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8011,3,8011/3,"Epithelioma, Malignant"
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8012,3,8012/3,"Large Cell Carcinoma, NOS"
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8013,3,8013/3,Large Cell Neuroendocrine Carcinoma
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8014,3,8014/3,Large Cell Carcinoma With Rhabdoid Phenotype
Posterior Wall Of Nasopharynx,801,"Carcinoma, NOS",8015,3,8015/3,Glassy Cell Carcinoma
Posterior Wall Of Nasopharynx,802,"Carcinoma, Undiff., NOS",8020,3,8020/3,"Carcinoma, Undifferentiated Type, NOS"
Posterior Wall Of Nasopharynx,802,"Carcinoma, Undiff., NOS",8021,3,8021/3,"Carcinoma, Anaplastic Type, NOS"
Posterior Wall Of Nasopharynx,802,"Carcinoma, Undiff., NOS",8022,3,8022/3,Pleomorphic Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8030,3,8030/3,Giant Cell And Spindle Cell Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8031,3,8031/3,Giant Cell Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8032,3,8032/3,Spindle Cell Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8033,3,8033/3,Pseudosarcomatous Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8034,3,8034/3,Polygonal Cell Carcinoma
Posterior Wall Of Nasopharynx,803,Giant & Spindle Cell Carcinoma,8035,3,8035/3,Carcinoma With Osteoclast-Like Giant Cells
Posterior Wall Of Nasopharynx,804,"Small Cell Carcinoma, NOS",8041,3,8041/3,"Small Cell Carcinoma, NOS"
Posterior Wall Of Nasopharynx,804,"Small Cell Carcinoma, NOS",8043,3,8043/3,"Small Cell Carcinoma, Fusiform Cell"
Posterior Wall Of Nasopharynx,805,"Papillary Carcinoma, NOS",8050,2,8050/2,Papillary Carcinoma In Situ
Posterior Wall Of Nasopharynx,805,"Papillary Carcinoma, NOS",8050,3,8050/3,"Papillary Carcinoma, NOS"
Posterior Wall Of Nasopharynx,805,"Papillary Carcinoma, NOS",8051,3,8051/3,"Verrucous Carcinoma, NOS"
Posterior Wall Of Nasopharynx,805,"Papillary Carcinoma, NOS",8052,2,8052/2,"Papillary Squamous Cell Carcinoma, Non-Invasive"
Posterior Wall Of Nasopharynx,805,"Papillary Carcinoma, NOS",8052,3,8052/3,Papillary Squamous Cell Carcinoma
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8070,2,8070/2,"Squamous Cell Carcinoma In Situ, NOS"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8070,3,8070/3,"Squamous Cell Carcinoma, NOS"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8071,3,8071/3,"Sq. Cell Carcinoma, Keratinizing, NOS"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8072,3,8072/3,"Sq. Cell Carcinoma, Lg. Cell, Non-Ker."
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8073,3,8073/3,"Sq. Cell Carcinoma, Sm. Cell, Non-Ker."
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8074,3,8074/3,"Sq. Cell Carcinoma, Spindle Cell"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8075,3,8075/3,"Squamous Cell Carcinoma, Adenoid"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8076,2,8076/2,Sq. Cell Carc. In Situ With Question. Stromal Invas.
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8076,3,8076/3,"Sq. Cell Carcinoma, Micro-Invasive"
Posterior Wall Of Nasopharynx,807,"Squamous Cell Carcinoma, NOS",8078,3,8078/3,Squamous Cell Carcinoma With Horn Formation
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8081,2,8081/2,Bowen Disease
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8082,3,8082/3,Lymphoepithelial Carcinoma
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8083,3,8083/3,Basaloid Squamous Cell Carcinoma
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8084,3,8084/3,"Squamous Cell Carcinoma, Clear Cell Type"
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8085,3,8085/3,"Squamous Cell Carcinoma, Hpv-Positive"
Posterior Wall Of Nasopharynx,808,Lymphoepithelial Carcinoma,8086,3,8086/3,"Squamous Cell Carcinoma, Hpv-Negative"
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8120,2,8120/2,Transitional Cell Carcinoma In Situ
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8120,3,8120/3,"Transitional Cell Carcinoma, NOS"
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8121,3,8121/3,Schneiderian Carcinoma
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8122,3,8122/3,"Trans. Cell Carcinoma, Spindle Cell"
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8123,3,8123/3,Basaloid Carcinoma
Posterior Wall Of Nasopharynx,812,"Transitional Cell Carcinoma, NOS",8124,3,8124/3,Cloacogenic Carcinoma
Posterior Wall Of Nasopharynx,814,"Adenocarcinoma, NOS",8140,2,8140/2,Adenocarcinoma In Situ
Posterior Wall Of Nasopharynx,814,"Adenocarcinoma, NOS",8140,3,8140/3,"Adenocarcinoma, NOS"
Posterior Wall Of Nasopharynx,814,"Adenocarcinoma, NOS",8141,3,8141/3,Scirrhous Adenocarcinoma
Posterior Wall Of Nasopharynx,814,"Adenocarcinoma, NOS",8143,3,8143/3,Superficial Spreading Adenocarcinoma
Posterior Wall Of Nasopharynx,814,"Adenocarcinoma, NOS",8147,3,8147/3,Basal Cell Adenocarcinoma
Posterior Wall Of Nasopharynx,820,Adenoid Cystic & Cribriform Ca.,8200,3,8200/3,Adenoid Cystic Carcinoma
Posterior Wall Of Nasopharynx,820,Adenoid Cystic & Cribriform Ca.,8201,2,8201/2,Cribriform Carcinoma In Situ
Posterior Wall Of Nasopharynx,820,Adenoid Cystic & Cribriform Ca.,8201,3,8201/3,Cribriform Carcinoma
Posterior Wall Of Nasopharynx,825,Bronchiolo-Alveolar Adenoca.,8255,3,8255/3,Adenocarcinoma With Mixed Subtypes
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8260,3,8260/3,"Papillary Adenocarcinoma, NOS"
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8261,2,8261/2,Adenocarcinoma In Situ In Villous Adenoma
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8261,3,8261/3,Adenocarcinoma In Villous Adenoma
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8262,3,8262/3,Villous Adenocarcinoma
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8263,2,8263/2,Adenocarcinoma In Situ In Tubulovillous Adenoma
Posterior Wall Of Nasopharynx,826,"Papillary Adenocarcinoma, NOS",8263,3,8263/3,Adenocarcinoma In Tubulovillous Adenoma
Posterior Wall Of Nasopharynx,831,"Clear Cell Adenocarcinoma, NOS",8310,3,8310/3,"Clear Cell Adenocarcinoma, NOS"
Posterior Wall Of Nasopharynx,843,Mucoepidermoid Carcinoma,8430,3,8430/3,Mucoepidermoid Carcinoma
Posterior Wall Of Nasopharynx,848,Mucinous Adenocarcinoma,8480,3,8480/3,Mucinous Adenocarcinoma
Posterior Wall Of Nasopharynx,848,Mucinous Adenocarcinoma,8481,3,8481/3,Mucin-Producing Adenocarcinoma
Posterior Wall Of Nasopharynx,872,Nevi & Melanomas,8720,2,8720/2,Melanoma In Situ
Posterior Wall Of Nasopharynx,872,Nevi & Melanomas,8720,3,8720/3,"Malignant Melanoma, NOS"
Posterior Wall Of Nasopharynx,872,Nevi & Melanomas,8721,3,8721/3,Nodular Melanoma
Posterior Wall Of Nasopharynx,872,Nevi & Melanomas,8722,3,8722/3,Balloon Cell Melanoma
Posterior Wall Of Nasopharynx,872,Nevi & Melanomas,8723,3,8723/3,"Malignant Melanoma, Regressing"
Posterior Wall Of Nasopharynx,873,Amelanotic Melanoma,8730,3,8730/3,Amelanotic Melanoma
Posterior Wall Of Nasopharynx,874,Mal. Mel. In Junct. Nevus,8743,3,8743/3,Superficial Spreading Melanoma
Posterior Wall Of Nasopharynx,874,Mal. Mel. In Junct. Nevus,8745,3,8745/3,"Desmoplastic Melanoma, Malignant"
Posterior Wall Of Nasopharynx,874,Mal. Mel. In Junct. Nevus,8746,3,8746/3,Mucosal Lentiginous Melanoma
Posterior Wall Of Nasopharynx,877,Epithelioid Cell Melanoma,8770,3,8770/3,Mixed Epithel. & Spindle Cell Melanoma
Posterior Wall Of Nasopharynx,877,Epithelioid Cell Melanoma,8771,3,8771/3,Epithelioid Cell Melanoma
Posterior Wall Of Nasopharynx,877,Epithelioid Cell Melanoma,8772,3,8772/3,"Spindle Cell Melanoma, NOS"
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8800,3,8800/3,"Sarcoma, NOS"
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8801,3,8801/3,Spindle Cell Sarcoma
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8802,3,8802/3,Giant Cell Sarcoma
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8803,3,8803/3,Small Cell Sarcoma
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8804,3,8804/3,Epithelioid Sarcoma
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8805,3,8805/3,Undifferentiated Sarcoma
Posterior Wall Of Nasopharynx,880,"Sarcoma, NOS",8806,3,8806/3,Desmoplastic Small Round Cell Tumor
Posterior Wall Of Nasopharynx,881,Fibromatous Neoplasms,8810,3,8810/3,"Fibrosarcoma, NOS"
Posterior Wall Of Nasopharynx,881,Fibromatous Neoplasms,8811,3,8811/3,Fibromyxosarcoma
Posterior Wall Of Nasopharynx,881,Fibromatous Neoplasms,8813,3,8813/3,Fascial Fibrosarcoma
Posterior Wall Of Nasopharynx,881,Fibromatous Neoplasms,8814,3,8814/3,Infantile Fibrosarcoma
Posterior Wall Of Nasopharynx,881,Fibromatous Neoplasms,8815,3,8815/3,"Solitary Fibrous Tumor, Malignant"
Posterior Wall Of Nasopharynx,882,"Sarcoma, NOS",8825,3,8825/3,Myofibroblastic Sarcoma
Posterior Wall Of Nasopharynx,890,"Rhabdomyosarcoma, NOS",8900,3,8900/3,"Rhabdomyosarcoma, NOS"
Posterior Wall Of Nasopharynx,890,"Rhabdomyosarcoma, NOS",8901,3,8901/3,"Pleomorphic Rhabdomyosarcoma, Adult Type"
Posterior Wall Of Nasopharynx,890,"Rhabdomyosarcoma, NOS",8902,3,8902/3,Mixed Type Rhabdomyosarcoma
Posterior Wall Of Nasopharynx,891,Embryonal Rhabdomyosarcoma,8910,3,8910/3,Embryonal Rhabdomyosarcoma
Posterior Wall Of Nasopharynx,891,Embryonal Rhabdomyosarcoma,8912,3,8912/3,Spindle Cell Rhabdomyosarcoma
Posterior Wall Of Nasopharynx,894,"Mixed Tumor, Malignant, NOS",8940,3,8940/3,"Mixed Tumor, Malignant, NOS"
Posterior Wall Of Nasopharynx,894,"Mixed Tumor, Malignant, NOS",8941,3,8941/3,Carcinoma In Pleomorphic Adenoma
Posterior Wall Of Nasopharynx,898,"Carcinosarcoma, NOS",8980,3,8980/3,"Carcinosarcoma, NOS"
Posterior Wall Of Nasopharynx,898,"Carcinosarcoma, NOS",8981,3,8981/3,"Carcinosarcoma, Embryonal Type"
Posterior Wall Of Nasopharynx,898,"Carcinosarcoma, NOS",8982,3,8982/3,Malignant Myoepithelioma
Posterior Wall Of Nasopharynx,907,"Embryonal Carcinoma, NOS",9070,3,9070/3,"Embryonal Carcinoma, NOS"
Posterior Wall Of Nasopharynx,907,"Embryonal Carcinoma, NOS",9071,3,9071/3,Yolk Sac Tumor
Posterior Wall Of Nasopharynx,907,"Embryonal Carcinoma, NOS",9072,3,9072/3,Polyembryoma
Posterior Wall Of Nasopharynx,914,Kaposi Sarcoma,9140,3,9140/3,Kaposi Sarcoma
Posterior Wall Of Nasopharynx,937,Chordoma,9370,3,9370/3,"Chordoma, NOS"
Posterior Wall Of Nasopharynx,937,Chordoma,9371,3,9371/3,Chondroid Chordoma
Posterior Wall Of Nasopharynx,937,Chordoma,9372,3,9372/3,Dedifferentiated Chordoma
Posterior Wall Of Nasopharynx,959,"Malignant Lymphoma, NOS",9590,3,9590/3,"Malignant Lymphoma, NOS"
Posterior Wall Of Nasopharynx,959,"Malignant Lymphoma, NOS",9591,3,9591/3,"Malignant Lymphoma, Non-Hodgkin"
Posterior Wall Of Nasopharynx,959,"Malignant Lymphoma, NOS",9596,3,9596/3,Composite Hodgkin And Non-Hodgkin Lymphoma
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9650,3,9650/3,"Hodgkin Lymphoma, NOS"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9651,3,9651/3,"Hodgkin Lymphoma, Lymphocyte-Rich"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9652,3,9652/3,"Hodgkin Lymphoma, Mixed Cellularity, NOS"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9653,3,9653/3,"Hodgkin Lymphoma, Lymphocytic Deplet., NOS"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9654,3,9654/3,"Hodgkin Lymph., Lymphocyt. Deplet., Diffuse Fibrosis"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9655,3,9655/3,"Hodgkin Lymphoma, Lymphocyt. Deplet., Reticular"
Posterior Wall Of Nasopharynx,965,Hodgkin Lymphoma,9659,3,9659/3,"Hodgkin Lymph., Nodular Lymphocyte Predom."
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9661,3,9661/3,Hodgkin Granuloma [Obs]
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9662,3,9662/3,Hodgkin Sarcoma [Obs]
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9663,3,9663/3,"Hodgkin Lymphoma, Nodular Sclerosis, NOS"
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9664,3,9664/3,"Hodgkin Lymphoma, Nod. Scler., Cellular Phase"
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9665,3,9665/3,"Hodgkin Lymphoma, Nod. Scler., Grade 1"
Posterior Wall Of Nasopharynx,966,"Hodgkin Lymphoma, Nod. Scler.",9667,3,9667/3,"Hodgkin Lymphoma, Nod. Scler., Grade 2"
Posterior Wall Of Nasopharynx,967,"Ml, Small B-Cell Lymphocytic",9670,3,9670/3,"Ml, Small B Lymphocytic, NOS"
Posterior Wall Of Nasopharynx,967,"Ml, Small B-Cell Lymphocytic",9671,3,9671/3,"Ml, Lymphoplasmacytic"
Posterior Wall Of Nasopharynx,967,"Ml, Small B-Cell Lymphocytic",9673,3,9673/3,Mantle Cell Lymphoma
Posterior Wall Of Nasopharynx,967,"Ml, Small B-Cell Lymphocytic",9675,3,9675/3,"Ml, Mixed Sm. And Lg. Cell, Diffuse"
Posterior Wall Of Nasopharynx,968,"Ml, Large B-Cell, Diffuse",9680,3,9680/3,"Ml, Large B-Cell, Diffuse"
Posterior Wall Of Nasopharynx,968,"Ml, Large B-Cell, Diffuse",9684,3,9684/3,"Ml, Large B-Cell, Diffuse, Immunoblastic, NOS"
Posterior Wall Of Nasopharynx,968,"Ml, Large B-Cell, Diffuse",9687,3,9687/3,"Burkitt Lymphoma, NOS"
Posterior Wall Of Nasopharynx,968,"Ml, Large B-Cell, Diffuse",9688,3,9688/3,T-Cell Histiocyte Rich Large B-Cell Lymphoma
Posterior Wall Of Nasopharynx,969,"Follic. & Marginal Lymph, NOS",9690,3,9690/3,"Follicular Lymphoma, NOS"
Posterior Wall Of Nasopharynx,969,"Follic. & Marginal Lymph, NOS",9691,3,9691/3,"Follicular Lymphoma, Grade 2"
Posterior Wall Of Nasopharynx,969,"Follic. & Marginal Lymph, NOS",9695,3,9695/3,"Follicular Lymphoma, Grade 1"
Posterior Wall Of Nasopharynx,969,"Follic. & Marginal Lymph, NOS",9698,3,9698/3,"Follicular Lymphoma, Grade 3"
Posterior Wall Of Nasopharynx,969,"Follic. & Marginal Lymph, NOS",9699,3,9699/3,"Marginal Zone B-Cell Lymphoma, NOS"
Posterior Wall Of Nasopharynx,970,T-Cell Lymphomas,9701,3,9701/3,Sezary Syndrome
Posterior Wall Of Nasopharynx,970,T-Cell Lymphomas,9702,3,9702/3,"Mature T-Cell Lymphoma, NOS"
Posterior Wall Of Nasopharynx,970,T-Cell Lymphomas,9705,3,9705/3,Angioimmunoblastic T-Cell Lymphoma
Posterior Wall Of Nasopharynx,971,Other Spec. Non-Hodgkin Lymphoma,9714,3,9714/3,"Anaplastic Large Cell Lymphoma, T-Cell And Null Cell Type"
Posterior Wall Of Nasopharynx,971,Other Spec. Non-Hodgkin Lymphoma,9719,3,9719/3,"Nk/T-Cell Lymphoma, Nasal And Nasal-Type"
Posterior Wall Of Nasopharynx,972,Precurs. Cell Lymphoblastic Lymph.,9724,3,9724/3,Systemicebv Pos. T-Cell Lymphoproliferative Disease Of Childhood
Posterior Wall Of Nasopharynx,972,Precurs. Cell Lymphoblastic Lymph.,9727,3,9727/3,"Precursor Cell Lymphoblastic Lymphoma, NOS"
Posterior Wall Of Nasopharynx,972,Precurs. Cell Lymphoblastic Lymph.,9728,3,9728/3,Precursor B-Cell Lymphoblastic Lymphoma
Posterior Wall Of Nasopharynx,972,Precurs. Cell Lymphoblastic Lymph.,9729,3,9729/3,Precursor T-Cell Lymphoblastic Lymphoma
Posterior Wall Of Nasopharynx,973,Plasma Cell Tumors,9731,3,9731/3,"Plasmacytoma, NOS"
Posterior Wall Of Nasopharynx,973,Plasma Cell Tumors,9734,3,9734/3,"Plasmacytoma, Extramedullary"
Posterior Wall Of Nasopharynx,973,Plasma Cell Tumors,9735,3,9735/3,Plasmablastic Lymphoma
Posterior Wall Of Nasopharynx,973,Plasma Cell Tumors,9737,3,9737/3,Alk Positive Large B-Cell Lymphoma
Posterior Wall Of Nasopharynx,973,Plasma Cell Tumors,9738,3,9738/3,Lrg B-Cell Lymphoma In Hhv8-Assoc. Multicentric Castleman Dz
Posterior Wall Of Nasopharynx,974,Mast Cell Tumors,9740,3,9740/3,Mast Cell Sarcoma
Posterior Wall Of Nasopharynx,974,Mast Cell Tumors,9741,3,9741/3,Malignant Mastocytosis
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9750,3,9750/3,Malignant Histiocytosis
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9751,3,9751/3,"Langerhans Cell Histiocytosis, NOS"
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9754,3,9754/3,"Langerhans Cell Histiocytosis, Disseminated"
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9755,3,9755/3,Histiocytic Sarcoma
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9756,3,9756/3,Langerhans Cell Sarcoma
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9757,3,9757/3,Interdigitating Dendritic Cell Sarcoma
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9758,3,9758/3,Follicular Dendritic Cell Sarcoma
Posterior Wall Of Nasopharynx,975,Neoplasms Of Histiocytes And Accessory Lymphoid Cells,9759,3,9759/3,Fibroblastic Reticular Cell Tumor
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9811,3,9811/3,"B Lymphoblastic Leukemia/Lymphoma, NOS"
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9812,3,9812/3,Leukemia/Lymphoma With T(9;22)(Q34;Q11.2);Bcr-Abl1
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9813,3,9813/3,Leukemia/Lymphoma With T(V;11Q23);Mll Rearranged
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9814,3,9814/3,Leukemia/Lymphoma With T(12;21)(P13;Q22);Tel-Aml1(Etv6-Runx1)
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9815,3,9815/3,B Lymphoblastic Leukemia/Lymphoma With Hyperdiploidy
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9816,3,9816/3,Leukemia/Lymphoma With Hypodiploidy (Hypodiploid All)
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9817,3,9817/3,B Lymphblastic Leukemia/Lymphoma With T(5;14)(Q31;Q32);Il3-Igh
Posterior Wall Of Nasopharynx,981,Precursor Lymphoid Neoplasms,9818,3,9818/3,Leukemia/Lymphoma With T(1;19)(Q23;P13.3); E2A Pbx1 (Tcf3 Pbx1)
Posterior Wall Of Nasopharynx,982,"Lymphoid Leukemia, NOS",9823,3,9823/3,Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma
Posterior Wall Of Nasopharynx,983,Prolymph/Precurs Leukemia,9831,3,9831/3,T-Cell Large Granular Lymphocytic Leukemia
Posterior Wall Of Nasopharynx,983,Prolymph/Precurs Leukemia,9837,3,9837/3,T Lymphoblastic Leukemia/Lymphoma
Posterior Wall Of Nasopharynx,996,Chronic Myeloproliferative Dis.,9965,3,9965/3,Myeloid And Lymphoid Neoplasms With Pdgfrb Rearrangement
Posterior Wall Of Nasopharynx,996,Chronic Myeloproliferative Dis.,9967,3,9967/3,Myeloid And Lymphoid Neoplasm With Fgfr1 Abnormalities
Posterior Wall Of Nasopharynx,997,Myeloplastic/Myeloproliferative Neoplasms,9971,3,9971/3,Polymorphic Ptld
Posterior Wall Of Nasopharynx,997,Myeloplastic/Myeloproliferative Neoplasms,9975,3,9975/3,"Myelodysplastic/Myeloproliferative Neoplasm, Unclassifiable"
Hypopharynx,800,Neoplasm,8000,3,8000/3,"Neoplasm, Malignant"
Hypopharynx,800,Neoplasm,8001,3,8001/3,"Tumor Cells, Malignant"
Hypopharynx,800,Neoplasm,8002,3,8002/3,"Malignant Tumor, Small Cell Type"
Hypopharynx,800,Neoplasm,8003,3,8003/3,"Malignant Tumor, Giant Cell Type"
Hypopharynx,800,Neoplasm,8004,3,8004/3,"Malignant Tumor, Spindle Cell Type"
Hypopharynx,800,Neoplasm,8005,3,8005/3,"Malignant Tumor, Clear Cell Type"
Hypopharynx,801,"Carcinoma, NOS",8010,2,8010/2,"Carcinoma In Situ, NOS"
Hypopharynx,801,"Carcinoma, NOS",8010,3,8010/3,"Carcinoma, NOS"
Hypopharynx,801,"Carcinoma, NOS",8011,3,8011/3,"Epithelioma, Malignant"
Hypopharynx,801,"Carcinoma, NOS",8012,3,8012/3,"Large Cell Carcinoma, NOS"
Hypopharynx,801,"Carcinoma, NOS",8013,3,8013/3,Large Cell Neuroendocrine Carcinoma
Hypopharynx,801,"Carcinoma, NOS",8014,3,8014/3,Large Cell Carcinoma With Rhabdoid Phenotype
Hypopharynx,801,"Carcinoma, NOS",8015,3,8015/3,Glassy Cell Carcinoma
Hypopharynx,802,"Carcinoma, Undiff., NOS",8020,3,8020/3,"Carcinoma, Undifferentiated Type, NOS"
Hypopharynx,802,"Carcinoma, Undiff., NOS",8021,3,8021/3,"Carcinoma, Anaplastic Type, NOS"
Hypopharynx,802,"Carcinoma, Undiff., NOS",8022,3,8022/3,Pleomorphic Carcinoma
Hypopharynx,805,"Papillary Carcinoma, NOS",8050,2,8050/2,Papillary Carcinoma In Situ
Hypopharynx,805,"Papillary Carcinoma, NOS",8050,3,8050/3,"Papillary Carcinoma, NOS"
Hypopharynx,805,"Papillary Carcinoma, NOS",8051,3,8051/3,"Verrucous Carcinoma, NOS"
Hypopharynx,805,"Papillary Carcinoma, NOS",8052,2,8052/2,"Papillary Squamous Cell Carcinoma, Non-Invasive"
Hypopharynx,805,"Papillary Carcinoma, NOS",8052,3,8052/3,Papillary Squamous Cell Carcinoma
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8070,2,8070/2,"Squamous Cell Carcinoma In Situ, NOS"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8070,3,8070/3,"Squamous Cell Carcinoma, NOS"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8071,3,8071/3,"Sq. Cell Carcinoma, Keratinizing, NOS"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8072,3,8072/3,"Sq. Cell Carcinoma, Lg. Cell, Non-Ker."
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8073,3,8073/3,"Sq. Cell Carcinoma, Sm. Cell, Non-Ker."
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8074,3,8074/3,"Sq. Cell Carcinoma, Spindle Cell"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8075,3,8075/3,"Squamous Cell Carcinoma, Adenoid"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8076,2,8076/2,Sq. Cell Carc. In Situ With Question. Stromal Invas.
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8076,3,8076/3,"Sq. Cell Carcinoma, Micro-Invasive"
Hypopharynx,807,"Squamous Cell Carcinoma, NOS",8078,3,8078/3,Squamous Cell Carcinoma With Horn Formation
Hypopharynx,808,Lymphoepithelial Carcinoma,8081,2,8081/2,Bowen Disease
Hypopharynx,808,Lymphoepithelial Carcinoma,8082,3,8082/3,Lymphoepithelial Carcinoma
Hypopharynx,808,Lymphoepithelial Carcinoma,8083,3,8083/3,Basaloid Squamous Cell Carcinoma
Hypopharynx,808,Lymphoepithelial Carcinoma,8084,3,8084/3,"Squamous Cell Carcinoma, Clear Cell Type"
Hypopharynx,812,"Transitional Cell Carcinoma, NOS",8120,2,8120/2,Transitional Cell Carcinoma In Situ
Hypopharynx,812,"Transitional Cell Carcinoma, NOS",8120,3,8120/3,"Transitional Cell Carcinoma, NOS"
Hypopharynx,812,"Transitional Cell Carcinoma, NOS",8121,3,8121/3,Schneiderian Carcinoma
Hypopharynx,812,"Transitional Cell Carcinoma, NOS",8122,3,8122/3,"Trans. Cell Carcinoma, Spindle Cell"
