"system","code","display","valueset","tf"
"system","code","display","valueset","tf"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158219","tretinoin pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158265","arsenic trioxide injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158406","nelarabine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158757","sirolimus oral liquid product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158758","sirolimus oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158759","sirolimus pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158877","capecitabine oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158878","capecitabine pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158944","nilotinib oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158945","nilotinib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158946","nilutamide oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1158947","nilutamide pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159353","triptorelin injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159514","histrelin drug implant product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159554","ofatumumab injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159660","sipuleucel-t injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159691","sorafenib oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159692","sorafenib pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159787","melphalan injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159788","melphalan oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159789","melphalan pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159878","plerixafor injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1159879","plicamycin injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160009","bendamustine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160113","hydroxyurea oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160114","hydroxyurea pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160121","oxaliplatin injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160232","floxuridine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160503","vandetanib oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160504","vandetanib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160508","vemurafenib oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160509","vemurafenib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160527","vinblastine injectable product","vsac_rx_cancer_directed","8"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160531","vincristine injectable product","vsac_rx_cancer_directed","8"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160532","vindesine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160617","docetaxel injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160679","imatinib oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160680","imatinib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160730","panitumumab injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160774","doxorubicin injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160829","fluorouracil injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160830","fluorouracil oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160831","fluorouracil pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160852","sunitinib oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1160853","sunitinib pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161096","pralatrexate injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161185","bevacizumab injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161186","bexarotene oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161187","bexarotene pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161189","bicalutamide oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161190","bicalutamide pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161239","cetuximab injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161327","ipilimumab injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161334","irinotecan injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161365","pazopanib oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161366","pazopanib pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161379","pegaspargase injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161382","peginterferon alfa-2b injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161384","pemetrexed injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161458","flutamide oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161459","flutamide pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161485","temozolomide injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161486","temozolomide oral product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161487","temozolomide pill","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161488","temsirolimus injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161732","procarbazine oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161733","procarbazine pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161757","streptozocin injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161781","vorinostat oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161782","vorinostat pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1161945","ixabepilone injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162236","methotrexate oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162237","methotrexate pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162244","methoxsalen injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162502","eribulin injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162503","erlotinib oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162504","erlotinib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162540","lanreotide injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162549","lapatinib oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162550","lapatinib pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162569","lenalidomide oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162570","lenalidomide pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162762","trastuzumab injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162765","treosulfan injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162766","treosulfan oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162767","treosulfan pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162848","leucovorin injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162850","leucovorin oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162851","methoxsalen oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162852","methoxsalen pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1162853","methoxsalen topical product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163075","bortezomib injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163087","brentuximab vedotin injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163195","letrozole oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163196","letrozole pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163207","levoleucovorin injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163441","leucovorin pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163443","leuprolide injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163532","paclitaxel injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163656","abiraterone oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163657","abiraterone pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163761","clofarabine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163786","everolimus oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163787","everolimus pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163788","exemestane oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163789","exemestane pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1163893","epirubicin injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164213","tamoxifen oral liquid product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164214","tamoxifen oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164215","tamoxifen pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164222","tegafur / uracil oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164223","tegafur / uracil pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164231","teniposide injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164265","alemtuzumab injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164585","vinorelbine injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164873","thalidomide oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164874","thalidomide pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1164944","cabazitaxel injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165043","fludarabine injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165044","fludarabine oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165045","fludarabine pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165319","lomustine oral product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165320","lomustine pill","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165370","mitobronitol oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165371","mitobronitol pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165372","mitomycin injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165373","mitotane oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165374","mitotane pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165375","mitoxantrone injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165408","pentostatin injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165526","thioguanine oral product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165527","thioguanine pill","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165616","crizotinib oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165617","crizotinib pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165669","fosfestrol injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165671","fosfestrol oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165674","fosfestrol pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165710","mercaptopurine oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165711","mercaptopurine pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165764","estramustine oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165765","estramustine pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1165953","abraxane injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166066","leukeran oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166067","leukeran pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166387","droxia oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166388","droxia pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166568","ixempra injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1166941","dacogen injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1167125","idamycin injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1167136","ifex injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1167175","istodax injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1167866","jevtana injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1168274","erbitux injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1168702","busulfex injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1169000","firmagon injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1169113","herceptin injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1169907","actimmune injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","117055","alemtuzumab","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170611","adcetris injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170654","adrucil injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170752","arimidex oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170753","arimidex pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170770","aromasin oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170771","aromasin pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1170776","arranon injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171109","eulexin pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171155","eulexin oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171230","gleevec oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171231","gleevec pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171232","gliadel drug implant product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171445","arzerra injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1171613","cosmegen injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172066","afinitor oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172067","afinitor pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172298","campath injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172305","camptosar injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172604","folotyn injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172714","hycamtin injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172715","hycamtin oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172716","hycamtin pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1172982","caprelsa oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1173022","clolar injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1173621","bicnu injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1173663","caprelsa pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1173874","eligard injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174066","hydrea oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174067","hydrea pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174614","ellence injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174686","fareston oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174687","fareston pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174691","faslodex injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1174701","fusilev injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175302","emcyt oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175303","emcyt pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175526","alimta injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175674","avastin injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175807","casodex oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175808","casodex pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1175913","doxil injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176093","halaven injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176189","alkeran injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176190","alkeran oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176191","alkeran pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176624","femara oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176625","femara pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176762","iressa oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1176763","iressa pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177701","rapamune oral liquid product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177702","rapamune oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177703","rapamune pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177781","sprycel oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177782","sprycel pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177820","tabloid oral product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1177821","tabloid pill","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1178005","toposar injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1178590","torisel injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179040","tarceva oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179041","tarceva pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179043","targretin oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179044","targretin pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179057","tasigna oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179058","tasigna pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179668","treanda injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179671","trelstar injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179677","trexall oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1179678","trexall pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1180490","navelbine injectable product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1180698","proleukin injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181413","temodar injectable product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181414","temodar oral product","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181415","temodar pill","vsac_rx_cancer_directed","4"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181489","lupron injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181565","matulane oral product","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181566","matulane pill","vsac_rx_cancer_directed","3"
"http://www.nlm.nih.gov/research/umls/rxnorm","1181715","oncaspar injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182084","lysodren oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182085","lysodren pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182364","paraplatin injectable product","vsac_rx_cancer_directed","6"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182470","provenge injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182522","revlimid oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182529","revlimid pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182862","nexavar oral product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1182863","nexavar pill","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1183314","mozobil injectable product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1183905","nilandron oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1183906","nilandron pill","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1183920","nipent injectable product","vsac_rx_cancer_directed","2"
"http://www.nlm.nih.gov/research/umls/rxnorm","1184837","soltamox oral liquid product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1184838","soltamox oral product","vsac_rx_cancer_directed","1"
"http://www.nlm.nih.gov/research/umls/rxnorm","1184859","supprelin drug implant product","vsac_rx_cancer_directed","1"
